"", name, description
✅, "`charmlibs.pathops <https://pypi.org/project/charmlibs-pathops>`_ `📚 <https://canonical-charmlibs.readthedocs-hosted.com>`_ `💻 <https://github.com/canonical/charmtech-charmlibs>`_", Substrate agnostic file operations
